Image,Target
/home/mahmoud/CDIB/data/raw/basophil/BA_366588.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_994113.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_180990.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_891907.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_22197.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_74809.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_493706.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_395492.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_818588.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_520588.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_872678.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_365212.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_744466.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_34424.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_779592.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_298210.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_769402.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_775722.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_674593.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_391998.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_161101.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_386912.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_557453.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_738567.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_305849.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_278185.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_552455.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_347981.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_537209.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_263028.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_989748.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_406945.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_354561.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_74973.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_243213.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_839707.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_602661.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_476192.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_274684.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_713194.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_232284.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_537842.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_284260.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_388223.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_93721.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_705900.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_801667.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_817890.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_848804.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_749108.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_184682.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_101611.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_219183.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_374431.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_920815.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_727528.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_212748.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_281849.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_193863.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_770604.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_457610.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_243554.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_530459.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_401005.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_168028.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_637803.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_458363.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_353263.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_939188.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_583166.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_488451.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_383070.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_760857.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_204774.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_519510.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_725408.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_505208.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_691762.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_25245.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_679849.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_298505.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_656750.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_143059.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_35991.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_773446.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_32996.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_791032.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_472802.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_724023.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_413080.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_569632.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_913408.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_535936.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_46660.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_422994.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_206130.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_827257.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_517315.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_462301.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_535377.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_985581.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_307737.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_883174.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_666027.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_418760.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_578419.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_227863.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_99338.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_506702.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_463847.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_82322.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_834949.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_563270.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_223799.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_529706.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_177799.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_855901.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_218293.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_667936.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_178345.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_462686.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_583260.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_761947.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_412674.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_250396.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_636364.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_985011.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_990612.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_661622.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_77980.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_812916.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_368595.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_731764.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_759768.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_255533.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_833409.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_77298.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_897131.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_461900.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_477049.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_777270.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_495544.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_68639.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_556332.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_66887.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_330726.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_79939.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_63564.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_611781.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_516678.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_676044.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_594363.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_455523.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_434512.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_871319.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_190505.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_379312.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_926393.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_366598.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_59759.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_633824.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_801290.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_742698.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_509224.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_38810.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_417333.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_634407.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_992459.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_527567.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_236096.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_860031.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_38638.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_357319.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_214538.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_264833.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_961010.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_868537.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_775053.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_695025.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_604921.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_994163.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_481414.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_511856.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_634115.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_646371.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_249665.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_475530.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_85940.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_93417.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_635801.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_870464.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_391096.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_78609.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_289279.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_821772.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_374718.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_720056.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_454831.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_221009.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_788432.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_464087.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_636027.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_618288.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_276179.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_952797.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_752724.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_466566.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_166406.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_716177.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_221057.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_598745.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_675444.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_315376.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_434728.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_413473.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_636660.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_827566.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_885874.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_820417.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_410010.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_209608.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_710902.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_270382.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_98051.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_795062.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_922284.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_759075.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_396170.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_338090.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_566824.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_433851.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_904489.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_618018.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_255467.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_92205.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_32490.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_551430.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_819177.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_20161.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_338546.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_594734.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_895971.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_172469.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_938872.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_791143.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_121897.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_546746.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_254321.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_296615.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_629062.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_752647.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_634320.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_387655.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_567394.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_307542.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_879878.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_884046.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_35708.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_490353.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_836586.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_721289.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_987742.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_399846.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_478314.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_801529.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_615294.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_399254.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_179459.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_631393.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_709347.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_284282.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_155216.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_229541.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_659008.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_92330.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_372309.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_849723.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_954165.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_345373.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_956552.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_886460.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_279676.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_830805.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_549762.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_866163.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_147402.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_144863.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_945631.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_73594.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_601585.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_936027.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_992703.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_687195.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_31317.jpg,basophil
/home/mahmoud/CDIB/data/raw/basophil/BA_514550.jpg,basophil
